numero,nombre,edad,teamTo,teamFrom,leagueTo,leagueFrom,totalCost, year,
25,Fabio Quagliarella,26,SSC Napoli,Udinese Calcio,Serie A,Serie A,18.00.,2009,
26,Michel Bastos,25,Olympique Lyon,LOSC Lille,Ligue 1,Ligue 1,18.00.,2009,
27,Nilmar,25,Villarreal CF,Internacional,LaLiga,Serie A,16.50.,2009,
28,Aly Cissokho,21,Olympique Lyon,FC Porto,Ligue 1,Liga NOS,16.20.,2009,
29,Wesley Sneijder,25,Inter,Real Madrid,Serie A,LaLiga,15.00.,2009,
30,Klaas-Jan Huntelaar,26,AC Milan,Real Madrid,Serie A,LaLiga,15.00.,2009,
31,Alvaro Negredo,24,Sevilla FC,Real Madrid,LaLiga,LaLiga,15.00.,2009,
32,Ricardo Oliveira,29,Al-Jazira,Real Betis,United Arab Emirates,LaLiga2,15.00.,2009,
33,Raul Albiol,23,Real Madrid,Valencia CF,LaLiga,LaLiga,15.00.,2009,
34,Robert Acquafresca,21,Genoa,Inter,Serie A,Serie A,15.00.,2009,
35,Keirrison,20,FC Barcelona,Desp. Brasil,LaLiga,Brazil,14.00.,2009,
36,Gareth Barry,28,Man City,Aston Villa,Premier League,Premier League,13.90.,2009,
37,Michael Turner,25,Sunderland,Hull City,Premier League,Premier League,13.60.,2009,
38,Yoann Gourcuff,22,G. Bordeaux,AC Milan,Ligue 1,Serie A,13.50.,2009,
39,Stewart Downing,25,Aston Villa,Middlesbrough,Premier League,Championship,13.00.,2009,
40,Bafetimbi Gomis,23,Olympique Lyon,Saint-Etienne,Ligue 1,Ligue 1,13.00.,2009,
41,Stephane Mbia,23,Marseille,Stade Rennais,Ligue 1,Ligue 1,12.00.,2009,
42,Afonso Alves,28,Al-Sadd,Middlesbrough,Qatar,Championship,12.00.,2009,
43,Thomas Vermaelen,23,Arsenal,AFC Ajax,Premier League,Eredivisie,12.00.,2009,
44,Darren Bent,25,Sunderland,Spurs,Premier League,Premier League,11.80.,2009,
45,Anatoliy Tymoshchuk,30,Bayern Munich,Zenit S-Pb,1.Bundesliga,Premier Liga,11.00.,2009,
46,Ismael Bangoura,24,Stade Rennais,Dynamo Kyiv,Ligue 1,Premier Liga,11.00.,2009,
47,Luca Cigarini,23,SSC Napoli,Atalanta,Serie A,Serie A,11.00.,2009,
48,Obafemi Martins,24,VfL Wolfsburg,Newcastle,1.Bundesliga,Championship,10.50.,2009,
49,Peter Crouch,28,Spurs,Portsmouth FC,Premier League,Premier League,10.50.,2009,
50,Sergio Floccari,27,Genoa,Atalanta,Serie A,Serie A,10.50.,2009,
51,Leonardo Bonucci,22,Bari,Genoa,Serie A,Serie A,10.50.,2009,
52,Thiago Motta,26,Inter,Genoa,Serie A,Serie A,10.20.,2009,
53,Lukas Podolski,24,1. FC Koln,Bayern Munich,1.Bundesliga,1.Bundesliga,10.00.,2009,
54,Marcus Berg,22,Hamburger SV,FC Groningen,1.Bundesliga,Eredivisie,10.00.,2009,
55,Diniyar Bilyaletdinov,24,Everton,Loko Moscow,Premier League,Premier Liga,10.00.,2009,
56,McDonald Mariga,22,Inter,Parma,Serie A,Serie A,10.00.,2009,
57,Daniele Galloppa,24,Parma,Siena,Serie A,Serie A,10.00.,2009,
58,Fabian Delph,19,Aston Villa,Leeds,Premier League,League One,9.50.,2009,
59,Sebastien Bassong,23,Spurs,Newcastle,Premier League,Championship,9.30.,2009,
60,Didier Zokora,28,Sevilla FC,Spurs,LaLiga,Premier League,9.00.,2009,
61,Vladimir Bystrov,25,Zenit S-Pb,Spartak Moscow,Premier Liga,Premier Liga,9.00.,2009,
62,Eljero Elia,22,Hamburger SV,FC Twente,1.Bundesliga,Eredivisie,9.00.,2009,
63,Mehmet Topuz,25,Fenerbahce,Kayserispor,Super Lig,Super Lig,9.00.,2009,
64,Stephen Warnock,27,Aston Villa,Blackburn,Premier League,Premier League,9.00.,2009,
65,Mevlut Erdinc,22,Paris SG,FC Sochaux,Ligue 1,Ligue 1,8.50.,2009,
66,Camilo Zuniga,23,SSC Napoli,Siena,Serie A,Serie A,8.50.,2009,
67,Marko Marin,20,Werder Bremen,Bor. M'gladbach,1.Bundesliga,1.Bundesliga,8.20.,2009,
68,Djibril Cisse,27,Panathinaikos,Marseille,Super League,Ligue 1,8.00.,2009,
69,Zdravko Kuzmanovic,21,VfB Stuttgart,Fiorentina,1.Bundesliga,Serie A,8.00.,2009,
70,Oleksandr Aliev,24,Loko Moscow,Dynamo Kyiv,Premier Liga,Premier Liga,8.00.,2009,
71,Demy de Zeeuw,26,AFC Ajax,AZ Alkmaar,Eredivisie,Eredivisie,8.00.,2009,
72,Cedric Carrasso,27,G. Bordeaux,Toulouse,Ligue 1,Ligue 1,8.00.,2009,
73,Adam Johnson,22,Man City,Middlesbrough,Premier League,Championship,8.00.,2009,
74,Douglas Costa,19,Shakhtar D.,Gremio,Premier Liga,Serie A,8.00.,2009,
75,Rodrigo Tabata,28,Besiktas,Gaziantepspor,Super Lig,Super Lig,8.00.,2009,
76,Eduardo Salvio,19,Atletico Madrid,CA Lanus,LaLiga,Torneo Final,8.00.,2009,
77,Dejan Lovren,20,Olympique Lyon,Dinamo Zagreb,Ligue 1,1.HNL,8.00.,2009,
78,Danijel Pranjic,27,Bayern Munich,Heerenveen,1.Bundesliga,Eredivisie,7.70.,2009,
79,Kevin Doyle,25,Wolves,Reading,Premier League,Championship,7.60.,2009,
80,Abdul Kader Keita,27,Galatasaray,Olympique Lyon,Super Lig,Ligue 1,7.50.,2009,
81,Ramires,22,Benfica,Cruzeiro,Liga NOS,Serie A,7.50.,2009,
82,Leandro,24,Al-Sadd,Gamba Osaka,Qatar,J1 League,7.50.,2009,
83,Alessandro Rosina,25,Zenit S-Pb,Torino,Premier Liga,Serie B,7.30.,2009,
84,Daniel Sturridge,19,Chelsea,Man City,Premier League,Premier League,7.25.,2009,
85,Lucio,31,Inter,Bayern Munich,Serie A,1.Bundesliga,7.00.,2009,
86,Elano,28,Galatasaray,Man City,Super Lig,Premier League,7.00.,2009,
87,Josip Simunic,31,TSG Hoffenheim,Hertha BSC,1.Bundesliga,1.Bundesliga,7.00.,2009,
88,Karim Ziani,26,VfL Wolfsburg,Marseille,1.Bundesliga,Ligue 1,7.00.,2009,
89,Cristian,26,Fenerbahce,Corinthians,Super Lig,Serie A,7.00.,2009,
90,Nikola Kalinic,21,Blackburn,Hajduk Split,Premier League,1.HNL,7.00.,2009,
91,Thiago Neves,24,Hilal,Hamburger SV,Professional League,1.Bundesliga,7.00.,2009,
92,Javi Garcia,22,Benfica,Real Madrid,Liga NOS,LaLiga,7.00.,2009,
93,Robert Huth,24,Stoke City,Middlesbrough,Premier League,Championship,7.00.,2009,
94,Lee Cattermole,21,Sunderland,Wigan,Premier League,Premier League,7.00.,2009,
95,Hugo Campagnaro,29,SSC Napoli,Sampdoria,Serie A,Serie A,7.00.,2009,
96,Emiliano Viviano,23,Inter,Brescia,Serie A,Serie B,7.00.,2009,
97,Javier Pastore,20,US Palermo,CA Huracan,Serie A,Torneo Final,7.00.,2009,
98,Jose Sand,29,Al-Ain FC,CA Lanus,United Arab Emirates,Torneo Final,6.95.,2009,
99,Richard Dunne,29,Aston Villa,Man City,Premier League,Premier League,6.80.,2009,
100,Johnny Heitinga,25,Everton,Atletico Madrid,Premier League,LaLiga,6.80.,2009,
101,Adem Ljajic,18,Fiorentina,Partizan,Serie A,SuperLiga,6.80.,2009,
102,Alessandro Diamanti,26,West Ham,AS Livorno,Premier League,Serie A,6.80.,2009,
103,Aleksandr Kerzhakov,27,Zenit S-Pb,Dinamo Moscow,Premier Liga,Premier Liga,6.50.,2009,
104,Sylvain Distin,31,Everton,Portsmouth FC,Premier League,Premier League,6.50.,2009,
105,Souleymane Diawara,30,Marseille,G. Bordeaux,Ligue 1,Ligue 1,6.50.,2009,
106,Florent Sinama-Pongolle,25,Sporting CP,Atletico Madrid,Liga NOS,LaLiga,6.50.,2009,
107,Gervinho,22,LOSC Lille,Le Mans,Ligue 1,Ligue 1,6.50.,2009,
108,Mark Gonzalez,25,CSKA Moscow,Real Betis,Premier Liga,LaLiga2,6.50.,2009,
109,Alvaro Pereira,23,FC Porto,CFR Cluj,Liga NOS,Liga 1,6.50.,2009,
110,Savio Nsereko,20,Fiorentina,West Ham,Serie A,Premier League,6.20.,2009,
111,Gonzalo Bergessio,25,Saint-Etienne,San Lorenzo,Ligue 1,Torneo Final,6.20.,2009,
112,Wagner,24,Loko Moscow,Cruzeiro,Premier Liga,Serie A,6.00.,2009,
113,Matuzalem,29,Lazio,Real Zaragoza,Serie A,LaLiga,6.00.,2009,
114,David Rozehnal,29,Hamburger SV,Lazio,1.Bundesliga,Serie A,6.00.,2009,
115,Alex Teixeira,20,Shakhtar D.,Vasco da Gama,Premier Liga,Serie A,6.00.,2009,
116,Keisuke Honda,23,CSKA Moscow,VVV-Venlo,Premier Liga,Eredivisie,6.00.,2009,
117,Ivan Marcano,22,Villarreal CF,Racing,LaLiga,LaLiga,6.00.,2009,
118,Oscar,18,Internacional,Sao Paulo,Serie A,Serie A,6.00.,2009,
119,Younes Kaboul,24,Spurs,Portsmouth FC,Premier League,Premier League,5.90.,2009,
120,Roger Johnson,26,Birmingham,Cardiff,Premier League,Championship,5.90.,2009,
121,Kyle Naughton,20,Spurs,Sheffield Utd.,Premier League,Championship,5.90.,2009,
122,Kyle Walker,19,Spurs,Sheffield Utd.,Premier League,Championship,5.90.,2009,
123,Lorik Cana,25,Sunderland,Marseille,Premier League,Ligue 1,5.80.,2009,
124,Tuncay Sanli,27,Stoke City,Middlesbrough,Premier League,Championship,5.70.,2009,
125,Davi,25,Umm-Salal,Nagoya Grampus,Qatar,J1 League,5.70.,2009,
126,James Collins,26,Aston Villa,West Ham,Premier League,Premier League,5.70.,2009,
127,Bryan Ruiz,23,FC Twente,KAA Gent,Eredivisie,Jupiler Pro League,5.50.,2009,
128,Ikechukwu Uche,25,Real Zaragoza,Getafe CF,LaLiga,LaLiga,5.50.,2009,
129,Sergio Asenjo,20,Atletico Madrid,Real Valladolid,LaLiga,LaLiga,5.50.,2009,
130,Lorenzo De Silvestri,21,Fiorentina,Lazio,Serie A,Serie A,5.50.,2009,
131,Ismail Koybasi,20,Besiktas,Gaziantepspor,Super Lig,Super Lig,5.50.,2009,
132,Falcao,23,FC Porto,River Plate,Liga NOS,Torneo Final,5.43.,2009,
133,Houssine Kharja,26,Genoa,Siena,Serie A,Serie A,5.20.,2009,
134,James McCarthy,18,Wigan,Hamilton Acad.,Premier League,Premiership,5.10.,2009,
135,Alvaro Negredo,23,Real Madrid,UD Almeria,LaLiga,LaLiga,5.00.,2009,
136,Marco Amelia,27,Genoa,US Palermo,Serie A,Serie A,5.00.,2009,
137,Fernando Belluschi,25,FC Porto,Olympiacos,Liga NOS,Super League,5.00.,2009,
138,Andre Santos,26,Fenerbahce,Corinthians,Super Lig,Serie A,5.00.,2009,
139,Danko Lazovic,26,Zenit S-Pb,PSV Eindhoven,Premier Liga,Eredivisie,5.00.,2009,
140,Rever,25,VfL Wolfsburg,Gremio,1.Bundesliga,Serie A,5.00.,2009,
141,Javier Saviola,27,Benfica,Real Madrid,Liga NOS,LaLiga,5.00.,2009,
142,Rubinho,27,US Palermo,Genoa,Serie A,Serie A,5.00.,2009,
143,Miguel Angel Moya,25,Valencia CF,RCD Mallorca,LaLiga,LaLiga,5.00.,2009,
144,Evgen Seleznev,24,Dnipro,Shakhtar D.,Premier Liga,Premier Liga,5.00.,2009,
145,Nery Castillo,25,Dnipro,Shakhtar D.,Premier Liga,Premier Liga,5.00.,2009,
146,Roman Eremenko,22,Dynamo Kyiv,Udinese Calcio,Premier Liga,Serie A,5.00.,2009,
147,Franco Semioli,29,Sampdoria,Fiorentina,Serie A,Serie A,5.00.,2009,
148,Fernando Baiano,30,Al-Wahda FC,Al-Jazira,United Arab Emirates,United Arab Emirates,5.00.,2009,
149,Boubacar Sanogo,26,Saint-Etienne,Werder Bremen,Ligue 1,1.Bundesliga,5.00.,2009,
150,Daniele Vantaggiato,25,Padova,Parma,Serie B,Serie A,5.00.,2009,
151,Erwin Hoffer,22,SSC Napoli,Rapid Vienna,Serie A,Bundesliga,5.00.,2009,
152,Alan Kasaev,23,Rubin Kazan,Kuban Krasnodar,Premier Liga,Premier Liga,5.00.,2009,
153,Riccardo Meggiorini,23,Genoa,Inter,Serie A,Serie A,5.00.,2009,
154,Andrea Pisanu,28,Bologna,Parma,Serie A,Serie A,5.00.,2009,
155,Alessandro Budel,28,Brescia,Parma,Serie B,Serie A,5.00.,2009,
156,Rodrigo Palacio,27,Genoa,Boca Juniors,Serie A,Torneo Final,4.90.,2009,
157,Pavel Pogrebnyak,25,VfB Stuttgart,Zenit S-Pb,1.Bundesliga,Premier Liga,4.80.,2009,
158,Zat Knight,29,Bolton,Aston Villa,Premier League,Premier League,4.70.,2009,
159,Michael Chopra,25,Cardiff,Sunderland,Championship,Premier League,4.70.,2009,
160,Steven Fletcher,22,Burnley,Hibernian FC,Premier League,Premiership,4.70.,2009,
161,Igor Semshov,31,Dinamo Moscow,Zenit S-Pb,Premier Liga,Premier Liga,4.70.,2009,
162,Franco Zuculini,18,TSG Hoffenheim,Racing Club,1.Bundesliga,Torneo Final,4.60.,2009,
163,Maxwell,27,FC Barcelona,Inter,LaLiga,Serie A,4.50.,2009,
164,Alberto Zapater,24,Genoa,Real Zaragoza,Serie A,LaLiga,4.50.,2009,
165,Marco Marchionni,28,Fiorentina,Juventus,Serie A,Serie A,4.50.,2009,
166,Matteo Ferrari,29,Besiktas,Genoa,Super Lig,Serie A,4.50.,2009,
167,Aleksandr Samedov,25,Dinamo Moscow,FK Moskau,Premier Liga,Russia,4.50.,2009,
168,Ozer Hurmaci,22,Fenerbahce,Osmanlispor,Super Lig,Super Lig,4.50.,2009,
169,Kevin-Prince Boateng,22,Portsmouth FC,Spurs,Premier League,Premier League,4.50.,2009,
170,Edgar Barreto,24,Atalanta,Reggina,Serie A,Serie B,4.50.,2009,
171,Reginaldo,25,Siena,Parma,Serie A,Serie A,4.50.,2009,
172,Nene,25,Cagliari Calcio,Nacional,Serie A,Liga NOS,4.50.,2009,
173,Maicosuel,23,TSG Hoffenheim,Desp. Brasil,1.Bundesliga,Brazil,4.50.,2009,
174,Mame Diouf,21,Man Utd,Molde FK,Premier League,Eliteserien,4.50.,2009,
175,Leandro Almeida,22,Dynamo Kyiv,Atletico-MG,Premier Liga,Serie A,4.50.,2009,
176,Marc-Antoine Fortune,28,Celtic,AS Nancy,Premiership,Ligue 1,4.40.,2009,
177,Scott McDonald,26,Middlesbrough,Celtic,Championship,Premiership,4.30.,2009,
178,Nihat Kahveci,29,Besiktas,Villarreal CF,Super Lig,LaLiga,4.25.,2009,
179,Alex Frei,30,FC Basel,Bor. Dortmund,Super League,1.Bundesliga,4.25.,2009,
180,Aquivaldo Mosquera,28,America,Sevilla FC,Liga MX Clausura,LaLiga,4.20.,2009,
181,Raul Bobadilla,22,Bor. M'gladbach,Grasshoppers,1.Bundesliga,Super League,4.20.,2009,
182,Mats Hummels,20,Bor. Dortmund,Bayern Munich,1.Bundesliga,1.Bundesliga,4.20.,2009,
183,Edgaras Cesnauskis,25,Dinamo Moscow,FK Moskau,Premier Liga,Russia,4.20.,2009,
184,Lucas Barrios,24,Bor. Dortmund,Colo Colo,1.Bundesliga,Primera Division,4.20.,2009,
185,Fraizer Campbell,21,Sunderland,Man Utd,Premier League,Premier League,4.10.,2009,
186,Douglas,27,Al-Wasl,Corinthians,United Arab Emirates,Serie A,4.10.,2009,
187,Alvaro Arbeloa,26,Real Madrid,Liverpool,LaLiga,Premier League,4.00.,2009,
188,Pedro Leon,22,Getafe CF,Real Valladolid,LaLiga,LaLiga,4.00.,2009,
189,Damien Duff,30,Fulham,Newcastle,Premier League,Championship,4.00.,2009,
190,Ibson,25,Spartak Moscow,FC Porto,Premier Liga,Liga NOS,4.00.,2009,
191,Ze Roberto,35,Hamburger SV,Nacional,1.Bundesliga,Primera Division,4.00.,2009,
192,Mathieu Coutadeur,23,Monaco,Le Mans,Ligue 1,Ligue 1,4.00.,2009,
193,Esteban Granero,22,Real Madrid,Getafe CF,LaLiga,LaLiga,4.00.,2009,
194,Pablo Barrientos,24,Catania,FK Moskau,Serie A,Premier Liga,4.00.,2009,
195,Stephen Hunt,28,Hull City,Reading,Premier League,Championship,4.00.,2009,
196,Orlando Engelaar,29,PSV Eindhoven,FC Schalke 04,Eredivisie,1.Bundesliga,4.00.,2009,
197,Michael Ciani,25,G. Bordeaux,FC Lorient,Ligue 1,Ligue 1,4.00.,2009,
198,Sebastian Leto,22,Panathinaikos,Liverpool,Super League,Premier League,4.00.,2009,
199,Gabriel Obertan,20,Man Utd,G. Bordeaux,Premier League,Ligue 1,4.00.,2009,
200,Brown Ideye,21,FC Sochaux,Neuchatel Xamax,Ligue 1,Super League,4.00.,2009,
201,Gael Givet,27,Blackburn,Marseille,Premier League,Ligue 1,4.00.,2009,
202,Eder Luis,24,Benfica,Atletico-MG,Liga NOS,Serie A,4.00.,2009,
203,Juan Forlin,21,Espanyol,Boca Juniors,LaLiga,Torneo Final,4.00.,2009,
204,Maicon,20,Loko Moscow,Desp. Brasil,Premier Liga,Brazil,4.00.,2009,
205,Danilo Silva,23,Dynamo Kyiv,Internacional,Premier Liga,Serie A,4.00.,2009,
206,Everton,21,Tigres,Desp. Brasil,Liga MX Clausura,Brazil,4.00.,2009,
207,Nicolas Lodeiro,20,AFC Ajax,Nacional,Eredivisie,Primera Division,4.00.,2009,
208,Leandro Caruso,27,Udinese Calcio,CD Godoy Cruz,Serie A,Torneo Final,4.00.,2009,
209,Victor Ramos,20,Standard Liege,EC Vitoria,Jupiler Pro League,Serie A,4.00.,2009,
210,Pablo Fontanello,24,Parma,CA Tigre,Serie A,Torneo Final,4.00.,2009,
211,Scott Dann,22,Birmingham,Coventry City,Premier League,Championship,4.00.,2009,
212,Leonardo Bonucci,22,Genoa,Inter,Serie A,Serie A,4.00.,2009,
213,Alejandro Faurlin,22,QPR,Instituto,Championship,Primera B Nacional,4.00.,2009,
214,Eren Derdiyok,21,Bay. Leverkusen,FC Basel,1.Bundesliga,Super League,3.80.,2009,
215,Radoslav Kovac,29,West Ham,Spartak Moscow,Premier League,Premier Liga,3.80.,2009,
216,Andrea Dossena,28,SSC Napoli,Liverpool,Serie A,Premier League,3.75.,2009,
217,Asmir Begovic,22,Stoke City,Portsmouth FC,Premier League,Premier League,3.75.,2009,
218,Emiliano Moretti,28,Genoa,Valencia CF,Serie A,LaLiga,3.70.,2009,
219,Thomas Kahlenberg,26,VfL Wolfsburg,AJ Auxerre,1.Bundesliga,Ligue 1,3.70.,2009,
220,Mateja Kezman,30,Paris SG,Fenerbahce,Ligue 1,Super Lig,3.70.,2009,
221,Matias Fernandez,23,Sporting CP,Villarreal CF,Liga NOS,LaLiga,3.64.,2009,
222,Juan Arango,29,Bor. M'gladbach,RCD Mallorca,1.Bundesliga,LaLiga,3.60.,2009,
223,Daniel Montenegro,30,America,Independiente,Liga MX Clausura,Torneo Final,3.60.,2009,
224,Antonio Mirante,26,Parma,Sampdoria,Serie A,Serie A,3.60.,2009,
225,Carlos Villanueva,23,Al-Shabab,Audax Italiano,United Arab Emirates,Primera Division,3.60.,2009,
226,Konstantinos Katsouranis,30,Panathinaikos,Benfica,Super League,Liga NOS,3.50.,2009,
227,Herita Ilunga,27,West Ham,Toulouse,Premier League,Ligue 1,3.50.,2009,
228,Gelson Fernandes,22,Saint-Etienne,Man City,Ligue 1,Premier League,3.50.,2009,
229,Christian Gimenez,28,CD Cruz Azul,CF Pachuca,Liga MX Clausura,Liga MX Clausura,3.50.,2009,
230,Ivan Obradovic,21,Real Zaragoza,Partizan,LaLiga,SuperLiga,3.50.,2009,
231,Daniele Mannini,25,Sampdoria,SSC Napoli,Serie A,Serie A,3.50.,2009,
232,Bosko Jankovic,25,Genoa,US Palermo,Serie A,Serie A,3.50.,2009,
233,Marco Motta,23,AS Roma,Udinese Calcio,Serie A,Serie A,3.50.,2009,
234,Paulo Machado,23,Toulouse,FC Porto,Ligue 1,Liga NOS,3.50.,2009,
235,Dean Whitehead,27,Stoke City,Sunderland,Premier League,Premier League,3.50.,2009,
236,Alexander Tettey,23,Stade Rennais,Rosenborg BK,Ligue 1,Eliteserien,3.50.,2009,
237,Emiliano Viviano,23,Bologna,Inter,Serie A,Serie A,3.50.,2009,
238,Sekou Cisse,24,Feyenoord,Roda JC,Eredivisie,Eredivisie,3.50.,2009,
239,Mario Bolatti,24,Fiorentina,FC Porto,Serie A,Liga NOS,3.50.,2009,
240,Seyi Olofinjana,29,Hull City,Stoke City,Premier League,Premier League,3.50.,2009,
241,Michele Paolucci,23,Siena,Juventus,Serie A,Serie A,3.50.,2009,
242,Craig Gardner,23,Birmingham,Aston Villa,Premier League,Premier League,3.50.,2009,
243,Ched Evans,20,Sheffield Utd.,Man City,Championship,Premier League,3.50.,2009,
244,Fabian Orellana,23,Udinese Calcio,Audax Italiano,Serie A,Primera Division,3.50.,2009,
245,Marco Parolo,24,AC Cesena,Chievo Verona,Serie B,Serie A,3.50.,2009,
246,Jonathan Pereira,22,Real Betis,Villarreal CF,LaLiga2,LaLiga,3.40.,2009,
247,Quincy Owusu-Abeyie,23,Al-Sadd,Spartak Moscow,Qatar,Premier Liga,3.40.,2009,
248,Michel,24,Birmingham,Sporting Gijon,Premier League,LaLiga,3.30.,2009,
249,Sebastian Prediger,22,FC Porto,CA Colon,Liga NOS,Torneo Final,3.30.,2009,
250,Michele Paolucci,23,Juventus,Udinese Calcio,Serie A,Serie A,3.30.,2009,
1,Fernando Torres,26,Chelsea,Liverpool,Premier League,Premier League,58.50.,2010,
2,Andy Carroll,22,Liverpool,Newcastle,Premier League,Premier League,41.00.,2010,
3,David Villa,28,FC Barcelona,Valencia CF,LaLiga,LaLiga,40.00.,2010,
4,Edin Dzeko,24,Man City,VfL Wolfsburg,Premier League,1.Bundesliga,37.00.,2010,
5,Angel Di Maria,22,Real Madrid,Benfica,LaLiga,Liga NOS,33.00.,2010,
6,Yaya Toure,27,Man City,FC Barcelona,Premier League,LaLiga,30.00.,2010,
7,Mario Balotelli,20,Man City,Inter,Premier League,Serie A,29.50.,2010,
8,David Silva,24,Man City,Valencia CF,Premier League,LaLiga,28.75.,2010,
9,Luis Suarez,24,Liverpool,AFC Ajax,Premier League,Eredivisie,26.50.,2010,
10,David Luiz,23,Chelsea,Benfica,Premier League,Liga NOS,25.00.,2010,
11,Aleksandar Kolarov,24,Man City,Lazio,Premier League,Serie A,22.70.,2010,
12,Yoann Gourcuff,24,Olympique Lyon,G. Bordeaux,Ligue 1,Ligue 1,22.00.,2010,
13,James Milner,24,Man City,Aston Villa,Premier League,Premier League,22.00.,2010,
14,Bruno Alves,28,Zenit S-Pb,FC Porto,Premier Liga,Liga NOS,22.00.,2010,
15,Ramires,23,Chelsea,Benfica,Premier League,Liga NOS,22.00.,2010,
16,Darren Bent,26,Aston Villa,Sunderland,Premier League,Premier League,21.50.,2010,
17,Javier Mascherano,26,FC Barcelona,Liverpool,LaLiga,Premier League,20.00.,2010,
18,Carlos Eduardo,23,Rubin Kazan,TSG Hoffenheim,Premier Liga,1.Bundesliga,20.00.,2010,
19,Andrea Ranocchia,22,Inter,Genoa,Serie A,Serie A,18.50.,2010,
20,Mesut Ozil,21,Real Madrid,Werder Bremen,LaLiga,1.Bundesliga,18.00.,2010,
21,Giampaolo Pazzini,26,Inter,Sampdoria,Serie A,Serie A,18.00.,2010,
22,Robinho,26,AC Milan,Man City,Serie A,Premier League,18.00.,2010,
23,Luiz Gustavo,23,Bayern Munich,TSG Hoffenheim,1.Bundesliga,1.Bundesliga,17.00.,2010,
24,Andre-Pierre Gignac,24,Marseille,Toulouse,Ligue 1,Ligue 1,16.00.,2010,
25,Asamoah Gyan,24,Sunderland,Stade Rennais,Premier League,Ligue 1,16.00.,2010,
26,Diego,25,VfL Wolfsburg,Juventus,1.Bundesliga,Serie A,15.50.,2010,
27,Loic Remy,23,Marseille,OGC Nice,Ligue 1,Ligue 1,15.50.,2010,
28,Leonardo Bonucci,23,Juventus,Bari,Serie A,Serie A,15.50.,2010,
29,Milos Krasic,25,Juventus,CSKA Moscow,Serie A,Premier Liga,15.00.,2010,
30,Dmytro Chygrynskiy,23,Shakhtar D.,FC Barcelona,Premier Liga,LaLiga,15.00.,2010,
31,Sami Khedira,23,Real Madrid,VfB Stuttgart,LaLiga,1.Bundesliga,14.00.,2010,
32,Klaas-Jan Huntelaar,27,FC Schalke 04,AC Milan,1.Bundesliga,Serie A,14.00.,2010,
33,Hernanes,25,Lazio,Sao Paulo,Serie A,Serie A,13.50.,2010,
34,Raul Meireles,27,Liverpool,FC Porto,Premier League,Liga NOS,13.00.,2010,
35,Jerome Boateng,21,Man City,Hamburger SV,Premier League,1.Bundesliga,12.50.,2010,
36,Laurent Koscielny,24,Arsenal,FC Lorient,Premier League,Ligue 1,12.50.,2010,
37,Simon Kjaer,21,VfL Wolfsburg,US Palermo,1.Bundesliga,Serie A,12.00.,2010,
38,Aleksandr Bukharov,25,Zenit S-Pb,Rubin Kazan,Premier Liga,Premier Liga,12.00.,2010,
39,Filipe Luis,24,Atletico Madrid,Dep. La Coruna,LaLiga,LaLiga,12.00.,2010,
40,Jorge Martinez,27,Juventus,Catania,Serie A,Serie A,12.00.,2010,
41,Aiden McGeady,24,Spartak Moscow,Celtic,Premier Liga,Premiership,12.00.,2010,
42,Joao Moutinho,23,FC Porto,Sporting CP,Liga NOS,Liga NOS,11.00.,2010,
43,Jose Manuel Jurado,24,FC Schalke 04,Atletico Madrid,1.Bundesliga,LaLiga,11.00.,2010,
44,Seydou Doumbia,22,CSKA Moscow,BSC Young Boys,Premier Liga,Super League,11.00.,2010,
45,Giuliano,20,Dnipro,Internacional,Premier Liga,Serie A,11.00.,2010,
46,Rafael van der Vaart,27,Spurs,Real Madrid,Premier League,LaLiga,10.50.,2010,
47,Roberto Soldado,25,Valencia CF,Getafe CF,LaLiga,LaLiga,10.00.,2010,
48,Sandro,21,Spurs,Internacional,Premier League,Serie A,10.00.,2010,
49,Pedro Leon,23,Real Madrid,Getafe CF,LaLiga,LaLiga,10.00.,2010,
50,Jucilei,22,Anzhi,Corinthians,Premier Liga,Serie A,10.00.,2010,
51,Nicolas Pareja,26,Spartak Moscow,Espanyol,Premier Liga,LaLiga,10.00.,2010,
52,Stephen Ireland,24,Aston Villa,Man City,Premier League,Premier League,9.70.,2010,
53,Kenwyne Jones,25,Stoke City,Sunderland,Premier League,Premier League,9.70.,2010,
54,Adriano,25,FC Barcelona,Sevilla FC,LaLiga,LaLiga,9.50.,2010,
55,Salvatore Bocchetti,23,Rubin Kazan,Genoa,Premier Liga,Serie A,9.50.,2010,
56,Zoran Tosic,23,CSKA Moscow,Man Utd,Premier Liga,Premier League,9.50.,2010,
57,Miguel Veloso,24,Genoa,Sporting CP,Serie A,Liga NOS,9.00.,2010,
58,Mamadou Niang,30,Fenerbahce,Marseille,Super Lig,Ligue 1,9.00.,2010,
59,Obafemi Martins,25,Rubin Kazan,VfL Wolfsburg,Premier Liga,1.Bundesliga,9.00.,2010,
60,Bebe,20,Man Utd,Vit. Guimaraes,Premier League,Liga NOS,8.80.,2010,
61,Sebastian Blanco,22,Metalist,CA Lanus,Premier Liga,Torneo Final,8.70.,2010,
62,Zvjezdan Misimovic,28,Galatasaray,VfL Wolfsburg,Super Lig,1.Bundesliga,8.50.,2010,
63,Sergio Floccari,28,Lazio,Genoa,Serie A,Serie A,8.50.,2010,
64,Victor Ruiz,21,SSC Napoli,Espanyol,Serie A,LaLiga,8.50.,2010,
